record_id,snapshot_month,restaurant_id,restaurant_name,city,neighborhood,cuisine_primary,cuisine_secondary,restaurant_type,price_range,avg_cost_for_two_usd,seating_capacity,delivery_available,family_friendly,alcohol_served,total_orders,dine_in_orders,delivery_orders,reservations_count,unique_customers,new_customers,repeat_customers,repeat_customer_rate_pct,total_reviews,avg_review_length_words,negative_review_share_pct,avg_food_rating,avg_service_rating,avg_ambience_rating,avg_value_rating,avg_cleanliness_rating,overall_rating,customer_satisfaction_score,nps,avg_wait_time_min,avg_delivery_time_min,on_time_delivery_rate_pct,complaint_rate_pct,discount_share_pct,ad_spend_usd,revenue_usd,revenue_per_customer_usd,month_over_month_revenue_growth_pct,rating_band,recommended_action
RST1006_202501,2025-01-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1252,609,643,137,781,510,271,34.76,90,42,23.44,3.81,3.88,3.82,4.01,3.94,3.88,94.5,6,16.1,28.2,92.68,3.91,10.93,3012.53,33871.83,43.37,,Good,Maintain and monitor
RST1006_202502,2025-02-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1304,695,609,185,810,622,188,23.25,82,45,25.59,3.89,3.6,3.89,3.79,4.03,3.84,85.9,0,13.0,34.2,86.12,3.73,15.42,3130.22,34701.95,42.84,2.45,Good,Improve service staffing/training
RST1006_202503,2025-03-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1213,582,631,130,965,668,297,30.78,88,53,31.25,3.79,3.9,3.25,3.94,3.99,3.7,84.8,-6,17.9,32.8,87.12,5.97,12.15,2411.32,32670.83,33.86,-5.85,Good,Investigate complaint drivers
RST1006_202504,2025-04-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1265,580,685,89,797,584,213,26.73,65,47,29.11,4.08,3.63,3.74,3.82,3.92,3.77,85.3,0,16.2,32.2,85.93,3.82,9.08,2869.97,34453.25,43.23,5.46,Good,Investigate complaint drivers
RST1006_202505,2025-05-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1337,716,621,97,1094,793,301,27.6,79,34,25.37,3.74,3.64,3.65,3.7,4.02,3.75,84.5,3,13.4,32.2,81.31,3.31,12.53,3308.36,35960.17,32.87,4.37,Good,Investigate complaint drivers
RST1006_202506,2025-06-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1320,611,709,175,815,605,210,25.87,78,40,33.24,3.68,3.27,3.59,3.77,3.88,3.49,78.9,-9,17.6,39.7,76.86,5.71,12.04,3378.49,35567.47,43.64,-1.09,Below Avg,Improve service staffing/training
RST1006_202507,2025-07-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1395,650,745,197,942,708,234,24.94,96,47,27.74,3.78,3.78,3.69,3.55,3.93,3.7,86.1,-8,9.4,33.4,89.3,4.0,9.61,3400.39,37921.41,40.26,6.62,Good,Investigate complaint drivers
RST1006_202508,2025-08-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1403,708,695,99,957,694,263,27.52,79,32,29.46,3.93,3.89,3.41,4.08,3.9,3.74,85.5,-8,15.0,33.0,88.42,4.48,14.79,2920.65,37423.53,39.11,-1.31,Good,Investigate complaint drivers
RST1006_202509,2025-09-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1312,632,680,70,898,630,268,29.94,83,46,27.53,3.87,3.81,3.57,3.93,3.83,3.77,89.6,0,9.1,39.7,81.6,4.33,13.12,2986.75,35211.86,39.21,-5.91,Good,Investigate complaint drivers
RST1006_202510,2025-10-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1408,675,733,104,981,731,250,25.52,83,31,26.69,3.66,3.55,3.73,4.06,3.68,3.82,87.0,13,15.8,31.1,81.48,4.32,13.5,2670.58,37736.5,38.47,7.17,Good,Investigate complaint drivers
RST1006_202511,2025-11-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1339,629,710,216,960,690,270,28.14,88,45,28.03,3.47,3.83,3.63,3.72,4.21,3.8,88.2,0,18.4,30.2,87.09,4.54,13.24,2958.95,35920.51,37.42,-4.81,Good,Investigate complaint drivers
RST1006_202512,2025-12-01,RST1006,Royal American District,Dubai,Dubai Marina,American,Burgers,Casual Dining,2,60.48,116,1,0,0,1580,740,840,232,1288,896,392,30.46,101,17,26.49,3.71,3.7,3.94,3.49,3.78,3.91,94.0,4,19.0,22.7,96.05,4.0,11.7,2989.82,42626.11,33.09,18.67,Good,Investigate complaint drivers
RST1007_202501,2025-01-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,683,338,345,124,441,331,110,24.98,43,47,34.32,3.44,3.32,3.09,3.62,3.27,3.3,75.7,-16,16.7,32.6,86.74,5.65,6.72,2646.57,23836.23,54.05,,Below Avg,Investigate complaint drivers
RST1007_202502,2025-02-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,712,361,351,66,553,450,103,18.74,42,32,34.05,3.12,3.06,3.09,3.35,3.32,3.11,64.3,-36,21.1,33.4,86.24,6.43,9.88,1862.94,24567.04,44.43,3.07,Below Avg,Reassess pricing/value proposition
RST1007_202503,2025-03-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,737,294,443,80,537,412,125,23.33,44,41,34.13,3.37,2.95,3.23,3.58,3.03,3.32,77.0,-6,15.7,30.6,84.8,4.55,8.95,2729.11,25514.69,47.51,3.86,Below Avg,Improve service staffing/training
RST1007_202504,2025-04-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,785,407,378,47,479,355,124,26.04,40,44,32.44,3.12,3.15,3.24,3.33,3.22,3.24,73.5,-28,9.7,31.5,84.71,4.46,7.39,1915.5,27329.63,57.06,7.11,Below Avg,Reassess pricing/value proposition
RST1007_202505,2025-05-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,785,452,333,66,471,369,102,21.72,48,38,35.66,3.3,3.08,3.26,3.42,3.31,3.09,67.8,-24,20.2,32.6,85.85,6.91,6.76,2333.51,27391.28,58.16,0.23,Below Avg,Investigate complaint drivers
RST1007_202506,2025-06-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,776,448,328,127,605,506,99,16.5,44,32,36.77,2.82,3.03,3.01,3.28,3.11,2.97,63.0,-34,19.2,31.6,88.28,6.59,5.86,1792.7,27165.42,44.9,-0.82,Low,Reassess pricing/value proposition
RST1007_202507,2025-07-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,828,431,397,143,545,441,104,19.18,45,38,30.93,3.02,3.27,3.16,3.51,3.57,3.15,68.8,-27,12.0,37.2,79.4,4.74,12.83,2935.8,28263.99,51.86,4.04,Below Avg,Investigate complaint drivers
RST1007_202508,2025-08-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,811,403,408,98,489,369,120,24.66,44,48,30.19,3.36,3.24,3.22,3.63,3.43,3.37,77.4,-19,21.3,25.7,93.66,4.31,8.1,2569.95,28162.86,57.59,-0.36,Below Avg,Investigate complaint drivers
RST1007_202509,2025-09-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,756,381,375,121,557,444,113,20.4,38,37,34.83,3.09,3.5,3.22,3.48,3.08,3.21,69.2,-29,16.4,27.5,94.37,4.74,11.16,2141.48,25963.62,46.61,-7.81,Below Avg,Investigate complaint drivers
RST1007_202510,2025-10-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,936,486,450,111,577,442,135,23.42,50,42,36.09,3.27,2.96,3.57,3.26,3.28,3.24,74.5,-37,16.5,36.5,76.75,4.62,7.47,2302.2,32577.98,56.46,25.48,Below Avg,Improve service staffing/training
RST1007_202511,2025-11-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,867,475,392,69,647,522,125,19.43,59,35,31.28,3.41,3.22,3.11,3.62,3.23,3.42,76.6,-19,17.6,24.8,94.25,4.41,5.5,2690.93,30389.78,46.97,-6.72,Below Avg,Investigate complaint drivers
RST1007_202512,2025-12-01,RST1007,Blue Chinese House,Abu Dhabi,Al Reem,Chinese,Noodles,Casual Dining,3,76.84,64,1,0,0,861,493,368,180,590,460,130,22.15,50,44,35.82,3.19,3.11,3.11,3.59,3.64,3.19,74.3,-31,16.5,29.4,87.0,3.82,9.58,1703.88,29739.83,50.41,-2.14,Below Avg,Investigate complaint drivers
RST1008_202501,2025-01-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,786,380,406,138,626,498,128,20.48,47,44,29.89,3.4,3.45,3.79,3.31,3.55,3.58,75.9,-10,15.2,26.8,96.13,4.47,5.1,2029.61,26426.73,42.22,,Good,Reassess pricing/value proposition
RST1008_202502,2025-02-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,696,370,326,42,482,354,128,26.65,32,33,28.59,3.43,3.62,3.27,3.65,3.51,3.55,85.0,-17,17.6,18.6,99.0,2.49,5.7,2326.25,23350.33,48.44,-11.64,Good,Investigate complaint drivers
RST1008_202503,2025-03-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,883,462,421,67,667,509,158,23.7,56,52,30.99,3.58,3.3,3.35,3.82,3.52,3.58,79.5,-9,14.9,26.7,87.84,4.69,10.1,1712.43,29158.4,43.72,24.87,Good,Investigate complaint drivers
RST1008_202504,2025-04-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,850,456,394,89,561,428,133,23.8,55,35,31.18,3.72,3.19,3.76,3.68,3.53,3.59,80.8,-19,16.1,34.6,84.2,5.5,11.35,2153.37,27941.87,49.81,-4.17,Good,Improve service staffing/training
RST1008_202505,2025-05-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,813,422,391,144,616,487,129,20.97,50,45,29.5,3.19,3.18,3.61,3.56,3.44,3.34,74.4,-23,15.6,35.8,84.6,5.27,7.04,1709.97,27145.09,44.07,-2.85,Below Avg,Investigate complaint drivers
RST1008_202506,2025-06-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,785,365,420,77,578,419,159,27.67,42,41,29.43,3.47,3.24,3.48,3.3,3.63,3.4,78.4,-19,11.3,35.0,79.35,4.31,10.47,2073.25,25887.66,44.79,-4.63,Below Avg,Improve service staffing/training
RST1008_202507,2025-07-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,849,442,407,164,542,432,110,20.38,49,38,33.92,3.39,3.26,3.29,3.4,3.25,3.35,69.8,-25,15.4,38.8,80.98,5.42,4.31,1629.0,28625.26,52.81,10.57,Below Avg,Reassess pricing/value proposition
RST1008_202508,2025-08-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,908,520,388,140,674,494,180,26.81,58,29,31.46,3.31,3.24,3.49,3.43,3.48,3.32,79.4,-17,12.8,27.0,94.56,3.1,8.54,2333.01,30153.76,44.74,5.34,Below Avg,Investigate complaint drivers
RST1008_202509,2025-09-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,784,425,359,54,638,510,128,20.14,46,50,32.36,3.2,3.32,3.55,3.47,3.44,3.41,72.5,-28,15.9,37.4,78.65,5.71,7.74,2432.73,26111.55,40.93,-13.41,Below Avg,Investigate complaint drivers
RST1008_202510,2025-10-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,783,381,402,102,480,350,130,27.12,45,29,32.39,3.51,3.36,3.42,3.46,3.37,3.4,80.6,-14,19.6,25.1,95.24,4.29,8.94,2141.06,25965.02,54.09,-0.56,Below Avg,Investigate complaint drivers
RST1008_202511,2025-11-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,797,424,373,96,616,444,172,27.98,41,35,30.44,3.55,3.23,3.64,3.95,3.45,3.47,78.3,-9,13.7,36.0,86.12,5.57,11.99,1846.03,26138.88,42.43,0.67,Below Avg,Improve service staffing/training
RST1008_202512,2025-12-01,RST1008,Olive Arabian Flame,Sharjah,Al Nahda,Arabian,Lebanese,Casual Dining,3,73.6,85,1,1,0,898,456,442,158,552,407,145,26.42,48,47,33.36,3.27,3.27,3.7,3.31,3.44,3.41,77.5,-1,9.1,31.7,85.34,4.07,6.78,1611.41,30011.84,54.37,14.82,Below Avg,Reassess pricing/value proposition
RST1009_202501,2025-01-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,754,339,415,81,544,427,117,21.56,46,41,33.2,3.36,3.43,3.25,3.75,3.66,3.42,80.9,-20,15.9,25.0,95.37,3.75,12.84,2538.76,15658.31,28.78,,Below Avg,Investigate complaint drivers
RST1009_202502,2025-02-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,857,351,506,94,534,399,135,25.46,43,41,30.76,3.25,3.63,3.43,3.48,3.51,3.43,76.0,-1,10.3,34.4,86.08,3.49,16.18,1685.31,17579.68,32.92,12.27,Below Avg,Investigate complaint drivers
RST1009_202503,2025-03-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,942,399,543,62,708,525,183,25.89,61,48,32.05,3.36,3.68,3.1,3.71,3.58,3.4,84.8,-18,5.0,34.3,79.28,3.24,11.4,2233.66,19665.7,27.78,11.87,Below Avg,Investigate complaint drivers
RST1009_202504,2025-04-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,844,381,463,46,665,512,153,23.04,56,39,30.95,3.48,3.33,3.48,3.9,3.63,3.45,70.1,-18,21.0,33.0,84.68,6.77,12.12,2625.57,17573.85,26.43,-10.64,Below Avg,Investigate complaint drivers
RST1009_202505,2025-05-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,804,398,406,40,607,428,179,29.5,50,41,32.67,3.33,3.34,3.17,3.66,3.67,3.3,79.6,-16,6.5,29.1,89.22,2.29,13.2,2571.82,16674.79,27.47,-5.12,Below Avg,Investigate complaint drivers
RST1009_202506,2025-06-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,964,424,540,132,767,560,207,27.05,60,36,31.79,3.67,3.44,3.13,4.01,3.59,3.58,80.7,1,17.2,35.1,82.89,6.54,13.88,1871.32,19942.9,26.0,19.6,Good,Investigate complaint drivers
RST1009_202507,2025-07-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,1050,504,546,88,813,586,227,27.94,54,41,33.68,3.25,3.27,3.28,3.8,3.46,3.27,78.6,-24,9.6,28.3,91.71,3.99,9.65,1843.36,22060.36,27.13,10.62,Below Avg,Investigate complaint drivers
RST1009_202508,2025-08-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,888,338,550,86,538,405,133,24.76,55,40,31.94,3.37,3.33,3.37,3.74,3.66,3.37,78.4,-14,9.1,35.8,83.43,4.43,11.4,2116.29,18538.69,34.46,-15.96,Below Avg,Investigate complaint drivers
RST1009_202509,2025-09-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,994,500,494,52,647,524,123,19.06,62,39,33.0,3.22,3.43,3.27,3.64,3.67,3.37,73.5,-10,17.0,23.9,98.29,4.82,16.02,2778.29,20401.5,31.53,10.05,Below Avg,Investigate complaint drivers
RST1009_202510,2025-10-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,985,487,498,140,719,559,160,22.33,54,35,34.76,3.6,3.47,3.04,3.83,3.45,3.36,77.3,-19,20.3,29.8,93.93,4.87,12.01,2691.84,20517.91,28.54,0.57,Below Avg,Investigate complaint drivers
RST1009_202511,2025-11-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,1066,508,558,127,864,628,236,27.4,50,34,30.31,3.75,3.23,3.22,3.88,3.44,3.6,84.8,-2,16.3,40.0,73.5,5.9,12.77,2196.64,22143.09,25.63,7.92,Good,Investigate complaint drivers
RST1009_202512,2025-12-01,RST1009,Sky Fast Social,Doha,The Pearl,Fast Food,Burgers,Cafe,2,46.75,81,1,1,1,1079,469,610,107,884,665,219,24.89,63,36,33.03,3.23,3.26,3.38,3.75,3.61,3.28,72.6,-22,12.2,31.2,86.26,4.03,10.51,2162.41,22599.19,25.56,2.06,Below Avg,Investigate complaint drivers
RST1010_202501,2025-01-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,876,428,448,50,655,487,168,25.77,62,34,24.03,4.39,3.91,4.05,3.71,4.26,4.07,93.3,-1,16.6,30.4,85.2,3.88,7.94,2303.23,40360.99,61.62,,Very Good,Investigate complaint drivers
RST1010_202502,2025-02-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,948,472,476,143,580,455,125,21.62,49,43,27.72,4.13,3.86,3.95,3.76,4.24,3.92,78.2,0,27.6,32.5,86.7,7.76,8.74,2844.69,43552.48,75.09,7.91,Good,Investigate complaint drivers
RST1010_202503,2025-03-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,912,531,381,82,572,401,171,30.01,73,39,27.01,4.47,4.08,4.41,3.83,4.45,4.16,99.0,6,16.6,24.6,94.04,4.23,8.59,2038.7,41920.71,73.29,-3.75,Very Good,Improve service staffing/training
RST1010_202504,2025-04-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,1002,500,502,168,682,473,209,30.77,63,31,25.18,4.12,3.99,4.39,3.61,4.1,4.08,95.8,5,13.5,28.7,86.71,3.06,9.36,2866.31,45929.4,67.35,9.56,Very Good,Investigate complaint drivers
RST1010_202505,2025-05-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,903,480,423,110,634,458,176,27.86,56,38,22.53,3.97,3.88,4.25,3.59,4.26,3.89,87.4,3,14.3,37.7,77.94,5.35,6.95,3218.29,41753.21,65.86,-9.09,Good,Maintain and monitor
RST1010_202506,2025-06-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,1013,509,504,90,660,445,215,32.69,65,42,20.66,4.77,3.59,4.54,3.94,4.27,4.28,100.0,8,17.7,35.4,80.73,4.71,10.51,2498.23,46240.13,70.06,10.75,Very Good,Improve service staffing/training
RST1010_202507,2025-07-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,1019,533,486,92,820,555,265,32.33,80,33,24.8,4.33,4.17,4.13,3.95,4.29,4.18,97.4,23,16.1,40.8,74.5,6.17,6.22,3018.52,47239.57,57.61,2.16,Very Good,Investigate complaint drivers
RST1010_202508,2025-08-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,978,391,587,121,639,403,236,36.94,64,29,26.59,4.18,4.23,4.22,3.84,4.34,4.1,99.8,21,15.2,23.4,93.18,3.18,11.49,3138.75,44483.45,69.61,-5.83,Very Good,Investigate complaint drivers
RST1010_202509,2025-09-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,960,425,535,94,701,488,213,30.45,70,42,26.29,4.42,4.03,4.31,3.78,4.03,4.09,96.2,19,14.7,28.6,87.54,3.64,9.09,2771.82,44048.13,62.84,-0.98,Very Good,Improve service staffing/training
RST1010_202510,2025-10-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,1008,515,493,186,722,518,204,28.35,74,26,21.04,4.3,3.94,4.66,4.06,4.17,4.27,98.3,23,13.0,23.3,94.77,1.16,11.78,2987.9,45801.05,63.44,3.98,Very Good,Improve service staffing/training
RST1010_202511,2025-11-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,842,422,420,137,575,399,176,30.66,53,19,23.58,4.13,3.79,4.15,3.93,4.39,3.91,89.8,4,16.4,29.2,88.03,4.86,8.38,2859.18,38732.5,67.36,-15.43,Good,Improve service staffing/training
RST1010_202512,2025-12-01,RST1010,Saffron Japanese District,Riyadh,Diplomatic Quarter,Japanese,Asian,Cafe,3,101.89,43,1,1,0,1113,585,528,148,829,577,252,30.46,71,31,23.7,4.3,3.98,4.28,3.69,4.2,4.11,93.4,8,12.9,33.9,84.99,4.72,10.39,2144.02,50826.91,61.31,31.23,Very Good,Improve service staffing/training
RST1011_202501,2025-01-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,645,296,349,90,458,335,123,26.99,41,43,26.92,3.73,3.6,3.94,3.43,3.81,3.69,83.5,3,14.6,27.3,96.1,4.19,8.4,3022.58,29359.19,64.1,,Good,Investigate complaint drivers
RST1011_202502,2025-02-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,679,386,293,73,484,353,131,27.26,35,42,30.23,3.87,3.25,3.7,3.5,3.96,3.62,84.2,-13,15.8,32.8,82.65,4.82,10.56,2821.17,30666.7,63.36,4.45,Good,Improve service staffing/training
RST1011_202503,2025-03-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,609,288,321,62,388,302,86,22.42,39,41,29.21,3.66,3.55,3.67,3.54,3.94,3.64,77.1,-14,23.4,35.9,79.37,6.84,10.1,3068.97,27551.32,71.01,-10.16,Good,Investigate complaint drivers
RST1011_202504,2025-04-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,616,357,259,106,501,399,102,20.51,40,41,27.42,4.01,3.59,3.82,3.56,3.49,3.79,80.3,-2,19.8,30.9,89.58,5.43,3.75,2195.13,28510.25,56.91,3.48,Good,Improve service staffing/training
RST1011_202505,2025-05-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,625,294,331,95,453,340,113,25.13,36,37,29.18,3.91,3.58,3.39,3.48,3.64,3.6,80.7,-9,16.4,28.0,88.56,4.57,5.69,1542.94,28727.19,63.42,0.76,Good,Investigate complaint drivers
RST1011_202506,2025-06-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,793,428,365,61,593,459,134,22.71,55,43,31.37,3.92,3.44,3.76,3.32,3.58,3.64,85.1,-13,19.2,26.9,88.5,4.13,9.79,2742.06,35915.88,60.57,25.02,Good,Improve service staffing/training
RST1011_202507,2025-07-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,789,417,372,43,608,411,197,32.41,46,49,26.73,4.07,3.37,3.83,3.65,3.5,3.77,93.9,-11,10.7,28.5,92.29,2.76,9.8,2556.82,35732.98,58.77,-0.51,Good,Improve service staffing/training
RST1011_202508,2025-08-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,807,442,365,49,523,386,137,26.32,52,51,30.65,3.83,3.35,4.01,3.35,3.53,3.7,78.4,-18,23.9,35.3,84.36,6.13,7.92,2151.28,36797.06,70.36,2.98,Good,Improve service staffing/training
RST1011_202509,2025-09-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,768,394,374,118,485,350,135,27.99,49,31,29.69,3.77,3.72,3.89,3.92,3.59,3.7,86.0,-1,20.8,32.5,86.16,4.56,9.28,2800.43,34847.91,71.85,-5.3,Good,Investigate complaint drivers
RST1011_202510,2025-10-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,699,352,347,74,433,335,98,22.76,46,41,28.95,3.78,3.31,4.09,3.6,3.74,3.79,81.1,-8,22.5,37.5,77.02,7.17,10.71,2878.41,31552.56,72.87,-9.46,Good,Improve service staffing/training
RST1011_202511,2025-11-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,747,430,317,162,591,473,118,20.11,52,40,27.24,3.52,3.98,3.83,3.38,3.91,3.67,78.9,2,8.2,31.8,83.23,3.51,11.35,2003.65,33640.55,56.92,6.62,Good,Reassess pricing/value proposition
RST1011_202512,2025-12-01,RST1011,Royal Italian Fork,Jeddah,Al Hamra,Italian,Pizza,Casual Dining,4,100.83,128,1,1,0,761,409,352,111,460,332,128,27.89,41,31,27.54,3.93,3.74,3.95,3.81,3.94,3.86,94.0,3,12.7,32.7,85.01,3.85,6.04,2757.3,34935.24,75.95,3.85,Good,Investigate complaint drivers
RST1012_202501,2025-01-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,853,497,356,34,580,432,148,25.63,45,31,30.95,3.62,3.35,3.43,3.74,3.77,3.57,77.8,-4,21.2,32.9,89.96,5.83,9.41,2906.91,41298.71,71.2,,Good,Investigate complaint drivers
RST1012_202502,2025-02-01,RST1012,Harbor Mediterranean Table,Dubai,Downtown,Mediterranean,Healthy,Quick Service,3,107.64,99,1,1,1,931,477,454,33,628,503,125,19.93,58,39,27.16,3.79,3.37,3.56,3.73,3.8,3.61,82.0,-13,23.2,30.2,83.02,5.13,5.29,2597.66,45747.77,72.85,10.77,Good,Investigate complaint drivers
